model,dataset,beam,samples,mode,metric,origin_mean,tree_mean,margin,verdict,p_value,test,ci_lower,ci_upper,is_topk,prefix_used
MISTRAL,HUMAN_EVAL,6,1000.0,beam,input_kv_memory,94686.9309190244,94384.18238439024,17.903180472403506,better,8.621749262711383e-75,paired t-test,-320.6517151065495,-284.8453541617425,False,orig
MISTRAL,HUMAN_EVAL,1,1000.0,beam,mem_per_token,13.592598736868837,,0.8217760413612405,n/a,,n/a,12.770822695507595,14.414374778230076,False,orig
MISTRAL,HUMAN_EVAL,1,1000.0,beam,tok_per_sec,4.324997832532008,,0.030645451997076467,n/a,,n/a,4.294352380534932,4.355643284529085,False,orig
MISTRAL,HUMAN_EVAL,1,1000.0,beam,score,0.7378048780487805,,0.06802582390216083,n/a,,n/a,0.6697790541466196,0.8058307019509413,False,orig
MISTRAL,HUMAN_EVAL,1,1000.0,beam,input_kv_memory,94384.1940355122,,3.8100089724903228,n/a,,n/a,94380.38402653972,94388.0040444847,False,orig
MISTRAL,CNN,3,1000.0,beam,mem_per_token,1.0354926614080455,0.4147908593065705,0.006416220137417827,better,3.9242552478394276e-129,paired t-test,-0.627118022238893,-0.6142855819640574,False,orig
MISTRAL,CNN,3,1000.0,beam,tok_per_sec,5.518227726447014,6.559003380748112,0.07220456245956175,better,1.1844968414843605e-49,paired t-test,0.9685710918415358,1.1129802167606593,False,orig
MISTRAL,CNN,3,1000.0,beam,score,0.1667959774279948,0.1671359441833287,0.00042908553882183665,no_sig,0.1191166708464574,paired t-test,-8.91187834879733e-05,0.0007690522941557,False,orig
MISTRAL,CNN,3,1000.0,beam,input_kv_memory,95178.9336576,94611.0896896,50.6686357067299,better,2.7654040080223092e-40,paired t-test,-618.5126037067308,-517.175332293271,False,orig
MISTRAL,CNN,6,1000.0,beam,mem_per_token,2.0353474396608173,0.4853342922885769,0.014242321155936044,better,3.481737617088974e-134,paired t-test,-1.5642554685281769,-1.5357708262163048,False,orig
MISTRAL,CNN,6,1000.0,beam,tok_per_sec,4.128685540627031,5.740174006961946,0.10187242810789598,better,2.9487586741028172e-53,paired t-test,1.5096160382270196,1.7133608944428116,False,orig
MISTRAL,CNN,6,1000.0,beam,score,0.1626338971877104,0.1626808097956915,0.0003796581187282,no_sig,0.806824139939718,paired t-test,-0.0003327455107472,0.0004265707267092,False,orig
MISTRAL,CNN,6,1000.0,beam,input_kv_memory,96027.3526784,94611.08972544002,126.66033623635485,better,3.336298738192695e-40,paired t-test,-1542.9232891963563,-1289.6026167236466,False,orig
MISTRAL,CNN,1,1000.0,beam,mem_per_token,0.3708097491757692,,0.003742138990540461,n/a,,n/a,0.3670676101852289,0.3745518881663098,False,orig
MISTRAL,CNN,1,1000.0,beam,tok_per_sec,7.2324228607524175,,0.10406531445284717,n/a,,n/a,7.12835754629957,7.336488175205265,False,orig
MISTRAL,CNN,1,1000.0,beam,score,0.1683091334723042,,0.010268738773694497,n/a,,n/a,0.1580403946986097,0.1785778722459987,False,orig
MISTRAL,CNN,1,1000.0,beam,input_kv_memory,94611.23488767998,,25.3466576358187,n/a,,n/a,94585.88823004416,94636.5815453158,False,orig
MISTRAL,MATH500,3,1000.0,beam,mem_per_token,0.5374237888897058,0.3097251418377794,0.020480688768783548,better,5.3517174707421196e-40,paired t-test,-0.2481793358207099,-0.2072179582831428,False,orig
MISTRAL,MATH500,3,1000.0,beam,tok_per_sec,8.174616302040182,7.903693002292799,0.09126075022919682,worse,5.31125119806452e-08,paired t-test,-0.3621840499765773,-0.1796625495181837,False,orig
MISTRAL,MATH500,3,1000.0,beam,score,0.63,0.63,18322.489577739125,no_sig,0.4795001221869533,McNemar test,135.44769397026988,36780.42684944852,False,orig
MISTRAL,MATH500,3,1000.0,beam,input_kv_memory,47260.44547584,47251.83161344,1.1909239833992578,better,6.3001746411943e-26,paired t-test,-9.804786383399763,-7.422938416601248,False,orig
MISTRAL,MATH500,6,1000.0,beam,mem_per_token,1.0333845045702743,0.4410469167104074,0.022363288478105536,better,3.9425810820732e-74,paired t-test,-0.6147008763379724,-0.5699742993817614,False,orig
MISTRAL,MATH500,6,1000.0,beam,tok_per_sec,8.127845382252756,7.306730909140286,0.1177905310601795,worse,7.290687096466913e-25,paired t-test,-0.9389050041726508,-0.7033239420522918,False,orig
MISTRAL,MATH500,6,1000.0,beam,score,0.66,0.65,67486.7050940186,no_sig,1.0,McNemar test,144.58769598383967,135117.99788402105,False,orig
MISTRAL,MATH500,6,1000.0,beam,input_kv_memory,47309.1756544,47251.83174144,7.249940881854393,better,1.3097731795540696e-28,paired t-test,-64.59385384185688,-50.0939720781481,False,orig
MISTRAL,MATH500,1,1000.0,beam,mem_per_token,0.1753045368301902,,0.004177005942640158,n/a,,n/a,0.1711275308875501,0.1794815427728304,False,orig
MISTRAL,MATH500,1,1000.0,beam,tok_per_sec,8.380964284512737,,0.02905698976365656,n/a,,n/a,8.351907294749081,8.410021274276394,False,orig
MISTRAL,MATH500,1,1000.0,beam,score,0.62,,0.09679639905597637,n/a,,n/a,0.5232036009440236,0.7167963990559764,False,orig
MISTRAL,MATH500,1,1000.0,beam,input_kv_memory,47228.622223360006,,1.9835851367133728,n/a,,n/a,47226.638638223296,47230.60580849672,False,orig
